1,59,7,22,1,8,19,47,40,18
7,1,26,6,12,28,14,49,17,29
1,5,17,7,30,13,6,81,0,53
2,4,39,75,26,15,68,78,9,26
8,88,36,34,11,20,16,9,23,2
0,8,12,2,29,14,33,4,8,21
29,20,11,33,11,6,60,20,40,62
34,130,41,50,10,11,31,61,15,27
42,25,67,37,52,45,9,17,18,4
39,24,48,17,33,23,3,35,19,21
4,10,7,0,30,2,17,42,22,3
3,12,15,1,0,18,4,13,2,18
8,23,30,42,9,2,2,28,40,29
0,30,22,8,13,179,4,10,33,2
0,14,6,16,21,125,12,6,31,12
4,9,18,64,1,15,60,36,22,13
1,2,18,1,7,13,16,14,16,37
19,29,1,34,59,21,9,12,34,3
17,23,40,17,60,51,29,0,22,13
4,33,43,3,40,6,2,1,8,18
10,18,8,2,11,21,1,16,12,23
27,30,21,0,44,13,1,12,13,2
0,23,2,6,7,1,8,5,1,19
12,10,4,3,4,1,21,40,18,46
11,23,56,17,45,47,7,28,39,128
18,13,24,2,33,44,16,21,68,2
71,31,14,75,14,62,22,5,24,1
32,39,36,73,21,7,60,11,0,17
40,25,7,40,25,7,17,9,13,21
7,14,30,8,0,14,81,26,2,2
13,15,51,31,2,30,23,0,4,35
29,50,9,55,64,64,0,11,28,1
22,68,37,86,26,16,9,12,2,4
0,1,7,3,47,5,15,8,8,28
10,20,37,6,2,40,3,30,14,11
0,20,44,27,51,26,25,69,51,5
8,26,8,32,0,2,3,66,25,9
0,12,54,30,94,39,14,3,47,45
24,61,19,55,11,0,92,0,8,3
47,0,72,38,22,44,0,87,2,2
17,29,1,14,19,40,1,4,22,9
3,3,4,5,14,46,3,53,54,0
2,47,2,47,5,23,3,32,87,7
38,9,23,11,15,10,39,9,18,10
9,7,24,0,4,17,21,0,11,14
47,13,17,33,3,7,32,26,25,8
3,4,2,48,12,36,2,30,41,15
5,20,23,2,40,2,89,57,27,14
31,15,11,6,19,12,44,4,5,6
1,3,18,13,63,21,23,0,8,13
33,4,3,14,6,4,67,52,88,15
43,56,27,0,28,22,11,26,17,56
0,65,22,1,50,5,15,5,18,63
1,47,0,15,2,34,36,32,20,46
14,42,14,4,104,13,11,80,5,91
6,26,59,42,44,12,26,1,1,8
2,26,32,53,67,4,9,22,17,31
22,12,106,1,0,32,38,3,87,22
12,42,71,9,9,1,4,45,10,22
43,6,38,15,57,8,24,23,19,17
65,35,9,85,13,8,8,9,8,22
52,6,18,34,1,28,13,8,0,1
79,36,19,5,4,29,70,24,4,0
21,27,9,69,1,76,4,24,2,17
0,78,19,50,50,7,2,25,4,30
39,6,3,10,17,33,13,21,17,78
72,23,16,4,52,3,13,1,41,32
74,70,105,2,2,9,66,56,32,1
27,24,2,0,0,81,12,12,17,34
59,21,1,60,42,1,2,52,45,25
5,14,39,6,16,7,64,8,18,13
54,49,23,10,3,24,38,22,19,37
32,11,16,28,16,79,0,1,16,5
98,9,2,28,31,3,0,4,33,12
0,18,6,10,17,22,39,0,0,31
5,15,59,12,8,11,2,1,29,0
7,14,21,2,4,55,19,0,3,65
5,19,16,21,39,0,16,8,1,16
3,53,0,35,1,6,10,16,1,2
1,44,12,44,20,1,2,27,0,68
7,55,17,4,58,6,75,15,13,3
59,48,20,45,130,3,59,45,18,63
97,20,60,2,28,0,33,11,152,3
0,23,21,78,4,8,31,97,2,60
7,0,21,7,5,2,8,10,4,12
69,34,4,2,0,31,85,9,139,8
29,69,24,6,15,3,41,53,6,0
47,10,43,57,22,45,11,12,51,41
128,12,30,53,18,6,12,12,12,54
4,13,12,12,2,38,3,21,64,10
19,46,0,6,0,5,91,9,36,95
49,48,13,20,0,8,5,67,28,12
8,5,14,7,19,11,12,32,0,23
22,12,68,1,6,10,9,25,73,2
90,17,15,33,16,11,23,72,7,4
6,0,13,18,120,11,71,42,5,2
9,20,23,2,38,18,19,24,42,40
21,3,53,37,4,14,30,24,7,45
14,113,1,95,30,12,8,42,3,8
14,80,26,48,7,5,4,44,29,36
