0,0,184,0,0,184,184,0,0,184,0,0,0,0,0,0,184,0,0,184,0,0,0,0,184,0
0,0,0,0,0,0,0,0,0,0,114,114,114,0,114,114,0,0,0,0,0,114,0,0,0,0
0,0,0,117,117,0,0,117,0,0,0,0,0,117,0,0,0,0,0,0,117,0,117,117,0,0
0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33
0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33
0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33
0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,24
0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31
0,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,29
0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,27
0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,28
0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,24
0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,27
0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,30
0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31
0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,36
0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,26
0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,25
0,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,29
0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31
0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,37
0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33
0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33
0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,36
0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,26
0,41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,41
0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,22
0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31
0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,27
0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21
0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,14
0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,36
0,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,29
0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,35
0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,37
0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,35
0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,32
0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,22
0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20
0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,32
0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31
0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,35
0,0,0,28,28,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,28,0,28,28,0,0
0,0,0,34,34,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,34,0,34,34,0,0
0,0,0,23,23,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,23,0,23,23,0,0
0,0,0,33,33,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,33,0,33,33,0,0
0,0,0,27,27,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,27,0,27,27,0,0
0,0,0,33,33,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,33,0,33,33,0,0
0,0,0,26,26,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,26,0,26,26,0,0
0,0,0,31,31,0,0,31,0,0,0,0,0,31,0,0,0,0,0,0,31,0,31,31,0,0
0,0,0,28,28,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,28,0,28,28,0,0
0,0,0,29,29,0,0,29,0,0,0,0,0,29,0,0,0,0,0,0,29,0,29,29,0,0
0,0,0,28,28,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,28,0,28,28,0,0
0,0,0,36,36,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,36,0,36,36,0,0
0,0,0,31,31,0,0,31,0,0,0,0,0,31,0,0,0,0,0,0,31,0,31,31,0,0
0,0,0,25,25,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25,25,0,0
0,0,0,35,35,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,35,0,35,35,0,0
0,0,0,16,16,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,16,0,16,16,0,0
0,0,0,25,25,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25,25,0,0
0,0,0,33,33,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,33,0,33,33,0,0
0,0,0,34,34,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,34,0,34,34,0,0
0,0,0,27,27,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,27,0,27,27,0,0
0,0,0,37,37,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,37,0,37,37,0,0
0,0,0,34,34,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,34,0,34,34,0,0
0,0,0,26,26,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,26,0,26,26,0,0
0,0,0,34,34,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,34,0,34,34,0,0
0,0,0,26,26,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,26,0,26,26,0,0
0,0,0,21,21,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,21,0,21,21,0,0
0,0,0,25,25,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,25,0,25,25,0,0
0,0,0,37,37,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,37,0,37,37,0,0
0,0,0,0,0,0,0,0,0,0,32,32,32,0,32,32,0,0,0,0,0,32,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23,23,23,0,23,23,0,0,0,0,0,23,0,0,0,0
0,0,0,0,0,0,0,0,0,0,33,33,33,0,33,33,0,0,0,0,0,33,0,0,0,0
