18,86,6,41,23,84,25,4,5,9
4,57,19,3,8,4,43,33,28,2
18,86,2,8,1,2,3,9,13,7
5,49,0,35,55,0,0,0,0,5
2,1,10,23,0,1,10,1,0,1
5,89,4,4,45,78,12,9,2,1
1,6,8,3,65,3,3,9,1,1
1,3,4,3,5,2,9,3,17,2
2,7,0,0,0,31,1,1,6,1
56,32,34,83,6,7,8,0,22,3
14,50,0,23,2,25,44,8,4,30
4,2,8,86,0,8,0,25,0,17
5,73,43,7,18,4,1,1,73,25
5,13,9,37,10,1,48,7,17,3
3,18,24,5,33,5,3,0,1,7
2,24,19,1,2,17,16,1,68,1
5,8,5,5,99,2,3,0,4,19
60,8,21,5,13,50,27,31,29,5
2,16,0,14,4,0,1,3,6,3
1,13,3,117,7,5,1,0,0,4
1,92,1,9,2,2,28,8,54,4
6,5,8,27,4,67,19,147,3,15
0,3,143,0,1,0,2,0,0,1
1,0,277,20,1,0,0,0,0,0
7,3,3,1,2,6,16,3,3,57
0,5,139,0,0,2,1,0,1,1
7,96,11,21,90,5,11,28,9,22
16,1,1,0,0,50,1,5,0,26
0,0,93,11,5,5,24,0,3,9
16,21,5,12,4,17,1,1,5,168
2,65,46,1,2,2,4,64,13,1
1,12,8,35,3,6,2,0,179,3
3,64,23,4,3,93,1,1,4,3
1,6,6,1,3,1,205,0,78,1
16,2,1,11,12,6,6,23,4,19
11,1,45,3,11,25,129,16,7,3
2,0,4,2,5,2,5,11,16,4
4,1,2,1,48,1,1,2,1,39
23,1,18,10,48,43,2,11,7,37
98,5,15,1,1,2,172,2,1,4
1,14,14,2,112,3,1,1,3,1
196,41,8,3,3,14,5,1,25,5
34,146,22,2,26,15,4,4,35,11
10,13,3,3,0,15,44,3,2,8
2,9,3,19,43,3,0,8,8,4
11,4,13,1,55,36,38,2,32,8
11,13,11,178,27,1,3,3,1,2
0,0,0,0,0,100,0,0,0,0
69,3,4,8,19,10,24,58,4,2
0,8,18,0,3,31,36,16,23,64
1,38,5,14,21,54,4,11,40,12
6,1,5,1,31,0,0,4,0,1
22,56,22,2,112,16,13,36,3,18
1,8,5,10,9,179,1,32,2,3
5,159,31,11,4,5,23,2,6,5
2,10,21,1,41,0,8,4,12,51
1,0,1,4,8,1,1,0,32,2
6,19,13,18,53,104,0,13,56,20
3,33,170,2,60,7,5,5,5,9
34,1,14,69,11,17,1,0,2,1
3,6,0,45,30,4,39,8,7,8
9,34,9,0,7,2,0,12,2,25
1,3,14,0,13,5,0,0,1,13
5,0,0,8,245,0,2,6,6,28
2,8,4,13,0,220,2,1,0,1
0,14,0,0,47,1,0,31,5,1
1,80,0,3,0,6,0,1,0,9
0,9,1,39,1,99,0,0,1,0
13,11,127,7,39,8,7,23,3,62
120,15,9,4,40,4,3,1,1,3
4,1,5,9,5,7,21,174,22,3
1,1,2,32,0,7,4,2,0,1
0,194,0,3,1,0,0,0,0,2
0,0,25,3,67,1,1,1,1,0
7,2,37,10,1,1,18,19,3,2
0,8,3,0,5,1,4,26,1,2
1,0,1,0,1,1,1,2,193,0
28,14,2,2,0,0,2,0,0,2
5,211,12,1,2,0,0,7,5,6
28,1,160,10,9,9,33,1,0,0
33,4,5,7,79,9,10,19,19,14
71,16,0,2,1,1,93,4,1,11
0,0,9,1,22,0,16,0,0,2
0,1,48,24,51,0,49,3,12,112
1,1,3,1,5,6,63,4,15,0
5,4,2,3,1,4,31,0,1,0
31,72,6,15,126,2,16,17,13,2
3,1,1,1,7,1,1,1,84,2
6,4,3,4,46,5,37,1,66,28
61,2,4,1,23,1,2,3,1,3
1,5,2,1,5,4,13,0,6,13
1,22,19,21,2,17,1,6,9,3
1,1,0,1,44,1,0,0,2,0
4,0,2,5,92,0,19,7,9,13
0,0,0,0,0,1,0,0,149,0
79,7,3,8,49,22,8,0,18,5
13,6,106,1,20,30,40,23,8,3
1,1,4,75,0,0,15,1,2,1
12,18,8,3,6,18,13,9,11,0
11,3,4,16,38,8,7,8,1,4
