0,62,1,0,0,0,0,0,0,0,0,1,7,0,0,0,1,3,0,15,0,0,0,30,0,0,0,3,0,2,0,25,0,0,1,9,0,0,0,0,0,4,0,30,0,2,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,6,0,0,16,0,0,0,4,0,0,10,0,0,0,0,0,10,0,0,0,1,1,0,2,0,0,0,20,2,6,0,0,0,0,2,0,0,0,30,0,0,1,0,5,0,10,0,1,13,1,12,0,0,2,0,0,0,0,7,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92,11
0,1,13,0,0,0,0,1,21,0,0,0,0,4,0,1,16,0,0,0,9,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,6,0,0,5,0,0,0,0,0,0,0,15,0,0,2,0,0,67,15,0,0,0,11,0,0,0,0,5,0,0,0,0,0,3,0,1,0,99,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0,0,5,0,0,8,0,0,39,0,0
0,0,5,0,1,13,0,1,34,0,2,0,26,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,47,6,0,0,2,0,0,1,2,0,0,3,0,0,11,1,0,4,4,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,1,0,0,4,17,0,56,0,0,1,4,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,2,0,0,32,0,0,0,0,0,1,23,0,3,0,0,0,10,0,6,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,26,0,0,0,6,1,0,2,28,10,0,0,0,0,8,34,0,1,0,24,0,0,0,0,0,0,1,3,0
31,0,0,0,0,0,0,0,1,0,0,0,23,31,0,7,0,0,0,33,15,0,39,1,0,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,13,4,49,0,7,0,0,0,0,0,1,0,0,0,1,10,0,6,0,3,1,0,0,0,10,0,0,0,0,1,2,3,0,0,7,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,4,0,0,33,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,1,7,0,0,0,10,2,0,7,15,0,0,0,0,0,0,38,7,0,11,0,0,0,0,7,0,3,0,0,0,16,8,0,10,1,0,0,2,76,1,47,0,0,0,0,0,12,0,0,79,0,0,0,0,1,0,0,0,5,5,0,0,2,0,0,0,2,0,0,0,0,0,1,0
2,0,0,23,0,42,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,0,9,15,0,0,0,8,1,1,0,7,0,5,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,37,0,1,0,0,0,0,59,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,60,0,65,0,0,2,61,0,0,12,22,0,0,3,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,0,0,0,22,16,7,30,0,6,0,0,0,0,0,34,0,134,0,26,2,0,14,0,38,0,0,1,0,0,13,0,0,4,1,0,0,0,0,4,18,2,0,0,0,0,0,0,0,59,0,3,3,0,0,0,1,1,0,0,0,0,0,0,2,0,0,9,0,0,0,14,0,0,0,0,11,0,0
1,0,5,0,28,4,0,0,0,0,0,0,0,0,0,28,23,0,0,7,0,0,1,0,0,0,0,0,0,7,10,1,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,12,0,31,0,2,0,7,0,0,0,1,0,0,0,0,0,4,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,28,9
45,0,1,0,51,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,3,0,0,42,45,0,0,0,0,0,8,0,13,8,0,0,0,0,0,14,0,0,0,0,0,0,12,0,1,0,2,12,0,0,0,0,0,0,1,9,0,0,0,0,0,0,21,1,0,0,0,0,68,0,0,0,0,0,4,0,0,0,0,2,0,0,3,0,0,0
0,13,0,6,0,2,0,0,0,0,3,0,0,4,0,0,0,0,6,12,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,1,0,0,2,3,4,0,2,1,0,0,4,4,0,0,6,5,0,0,0,0,3,0,0,5,0,27,0,4,0,0,0,0,0,17,0,2,1,1,35,3,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,2,60,0,0,0,0,4,13,2,0,19,5,0,1,0,0,9,0,0,10,0,0,0,0,39,0,0,22,1,0,0,0,0,0,0,0,0,0,14,0,0,7,3,4,0,0,44,22,0,0,0,0,0,1,0,96,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,1,7,15,0,0,0,11,1,0,0,2,0,5,11,0,0,13,0,2,0,62
0,0,0,9,3,0,0,0,0,0,12,0,0,0,0,1,0,0,9,2,0,1,27,0,1,0,15,0,11,1,10,0,1,0,0,0,10,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,19,0,0,2,0,0,5,0,0,0,0,0,20,0,0,0,1,33,0,0,3,4,9,0,0,0,65,42,17,0,38,0,0,0,0,0,0,0,2,1,0,0,11,0,0,0,0,0
