0,0,0,0,0,0,0,3,1,0,74,0,1,1,0,0,8,0,0,0,0,0,10,0,2,0
0,0,0,0,2,0,16,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
0,0,0,1003,0,0,0,122,0,0,0,1,0,0,0,0,0,0,0,122,1,0,0,0,0,0
0,0,0,0,0,0,0,0,303,0,1,0,0,0,0,1,0,0,0,0,2,71,0,1803,0,198
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4
0,0,583,0,0,0,0,0,0,996,3,0,0,1849,0,0,1,0,0,0,0,316,1,1,0,0
0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,37,20,90,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,98,96
0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,736,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,20,0,0,0,0,0,0,0,12,0,0
0,0,606,0,14,0,0,1,97,0,39,0,1,1,0,39,0,0,0,0,2,0,1,0,0,0
0,0,0,361,0,0,45,282,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0
0,0,0,0,0,3,0,6,0,12,0,2,0,0,12,0,12,0,0,0,0,0,7,1,0,1563
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,413,0,0,978,0,0,4,0,0,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0
0,0,0,0,26,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,42,0,1,0,0,112,0,0,0,0,0,1,0,38,0,0,0,0,0
1,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,2,0
0,0,0,376,1,64,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2
0,0,0,1,0,0,0,16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
