3,0,0,1,0,0,1,1,4,1,0,0,1,0,0,0,1,1,2,0,2,0,9,0,0,0,0,0,3,1,0,1,0,0,0,18,0,2,0,0,0,3,2,1,5,0,0,1,0,1,2,1,2,1,1,3,2,0,3,0,0,1,2,11,0,1,0,0,0,0,1,1,1,0,1,0,1,27,1,0,0,0,2,0,1,2,2,1,0,0,0,4,0,13,0,21,1,0,2,0
3,0,0,0,0,0,2,0,1,0,1,1,1,0,0,1,1,2,0,0,0,1,0,2,2,6,0,1,1,0,0,2,0,1,2,0,0,0,0,0,1,21,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,1,0,2,3,0,0,0,1,2,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,0,1,3,14,2,2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,206,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,1,0,0,0,12,2,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,0,0,1,0,1,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1,0,14,1,1,4,0,1,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,1,0,6,0,0,0,0,0,1,8,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,59,0,0,0,0,0,0,0,0
0,1,1,0,0,0,2,1,1,1,1,1,2,0,1,0,0,0,2,1,0,1,0,1,2,0,14,0,1,3,5,0,2,0,0,1,0,2,0,1,0,1,3,0,1,5,0,0,0,1,1,0,0,0,1,0,1,3,1,0,0,8,1,2,2,2,39,1,3,1,4,0,0,0,23,2,0,0,0,0,2,3,0,0,1,3,2,0,0,0,1,0,5,1,1,0,0,0,1,0
0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,26,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,15,0,1,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,6,1,3,0,0,0,0,8,0,9,0,0,0,2,1,0,6,1,6,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,2,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,0,0,0,1,0,0,0,38,0,0,1,0,0,0,0,0,1,1,0,2,1,1,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0
0,0,0,1,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,10,1,1,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,1,0,1,0,0,0,0,1,6,0,0,0,1,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,1,5,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,0,5,1,0,0,1,1,4,0,0,1,3,0,0,0,1,0,0,113,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,13,1,0,0,0
1,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,1,0,0,1,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3,0,0,0,6,0,2,2,4,0,0,2,1,0,16,1,5,0,1,0,0,78,0,0,0,0,1,0,1,3,2,10,0,0,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,2,3,0,16,0,1,2,0,6,0,9,1,0,9,3,20,1,0,0,1,0,0,1,0,0,15,0,0,2,0,0,3,0,0,0,0,6,2,0,0,0,0,4,2,0
0,0,1,0,3,0,1,1,2,0,0,2,1,1,0,0,0,1,1,9,0,1,7,0,0,1,0,2,1,1,9,1,0,1,0,2,0,3,0,1,0,1,2,0,5,67,1,0,0,1,1,0,0,1,6,1,2,0,3,1,0,1,0,0,0,0,1,1,0,2,1,3,1,0,0,0,2,0,0,1,34,4,3,0,0,44,3,1,1,2,4,1,0,4,1,1,3,1,4,1
2,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,3,0,1,0,0,44,3,0,0,1
0,1,0,0,2,0,1,28,6,0,0,6,1,22,0,1,1,0,0,2,1,1,1,0,0,4,12,1,0,0,2,10,3,0,1,1,0,7,1,0,2,2,3,0,1,6,0,29,0,1,6,0,2,1,2,9,1,1,2,2,0,1,3,0,1,1,10,1,1,0,0,1,3,0,8,1,27,0,0,3,0,0,1,0,1,5,1,0,0,1,0,0,1,4,1,1,1,0,0,1
0,0,2,0,0,8,0,0,0,0,0,0,6,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,5,2,2,0,3,1,1,2,0,0,0,0,0,0,0,3,2,1,0,1,2,0,0,0,5,0,0,1,3,0,0,0,1,4,0,1,0,2,0,0,0,1,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0
