12,0,33,0,0,0,34,0,0,0
0,0,0,0,37,0,41,0,0,0
17,0,0,29,0,44,0,0,0,0
0,42,0,44,0,0,0,0,37,33
0,35,0,0,0,18,0,0,0,0
0,0,0,0,0,0,0,39,15,0
50,0,0,11,0,10,0,0,0,18
0,0,0,0,0,0,42,0,0,21
0,0,0,14,0,0,0,0,18,33
43,50,0,0,0,31,11,0,0,0
0,0,18,0,0,0,0,14,0,0
0,0,27,0,0,43,37,0,0,0
0,0,0,0,35,0,0,0,0,20
0,0,0,0,21,11,0,0,0,0
34,0,15,12,0,0,37,0,0,0
38,0,25,0,0,0,16,0,0,38
0,0,0,17,0,38,0,0,0,0
0,0,0,38,0,0,0,0,50,39
0,0,30,0,0,50,28,0,0,18
24,32,0,0,0,13,0,0,15,0
0,0,0,0,36,0,0,48,50,0
0,0,0,47,10,0,0,0,18,0
12,0,0,0,44,0,0,0,27,23
0,0,28,23,0,25,0,0,40,0
42,0,32,0,0,0,10,0,0,37
0,0,0,0,47,0,42,50,0,23
0,42,0,0,0,0,0,38,0,32
0,0,0,36,0,24,0,0,0,0
23,0,47,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0,32,45
0,0,0,15,0,0,46,0,0,46
0,0,12,0,49,0,32,14,0,0
13,0,32,39,0,0,0,0,31,0
0,0,0,0,0,0,0,16,0,35
0,31,0,0,0,0,34,0,0,31
0,0,22,0,0,0,42,0,28,0
33,0,0,23,0,0,0,13,0,16
25,30,0,0,0,0,0,30,0,35
0,12,0,0,0,0,0,45,19,24
0,0,0,20,0,0,21,27,29,0
0,0,0,0,18,38,25,0,0,0
14,0,0,0,15,0,0,0,0,0
0,0,44,0,14,0,13,0,0,30
0,0,49,0,0,0,0,18,0,49
0,48,0,0,15,16,0,0,0,20
0,0,33,0,0,0,0,0,0,18
31,0,0,0,0,0,0,0,0,49
0,17,24,0,0,16,0,0,0,0
0,0,0,36,0,0,0,29,0,0
26,48,0,0,0,0,0,0,31,24
0,21,0,23,0,0,32,0,26,0
0,0,0,0,0,11,16,0,40,10
0,37,0,0,0,16,0,0,0,0
26,0,0,0,0,0,0,0,48,0
0,0,0,0,0,18,0,17,0,0
0,0,26,0,0,41,0,0,0,0
40,0,0,16,0,0,0,0,0,47
15,0,0,0,0,0,0,21,0,0
0,0,0,0,17,0,0,0,46,44
0,0,0,0,0,41,0,0,30,0
0,22,0,0,0,0,21,16,0,21
0,0,0,16,0,19,0,0,0,22
28,0,0,0,0,16,0,12,0,30
0,19,0,0,0,0,18,0,0,0
0,0,0,0,0,0,36,0,35,0
0,39,0,0,10,0,0,45,0,0
0,0,34,0,20,23,0,0,0,12
38,0,0,24,0,0,0,0,0,0
25,0,0,41,0,0,13,0,0,0
0,0,34,14,0,0,0,25,39,0
0,38,50,0,0,0,34,48,0,0
14,36,0,0,0,0,0,0,0,18
0,0,0,0,0,26,48,44,0,0
0,0,0,0,0,0,31,0,0,47
0,0,25,0,45,0,0,0,34,0
0,0,0,0,12,0,0,36,26,21
0,0,45,32,0,0,0,39,0,37
0,35,0,0,0,50,15,0,0,11
0,38,0,29,0,0,0,0,0,0
45,0,0,21,15,0,0,0,0,41
0,42,0,16,0,0,0,0,45,0
10,0,11,0,0,0,0,0,0,0
23,0,0,47,22,47,0,0,0,0
0,0,34,17,0,0,0,0,27,0
22,0,0,0,0,47,0,12,17,0
0,0,30,0,0,0,0,0,41,0
36,0,0,37,0,0,36,0,0,0
0,50,0,0,0,0,0,0,0,46
23,0,0,0,0,32,0,0,38,47
0,0,0,39,0,0,0,0,15,0
0,0,0,0,0,0,0,29,0,24
0,50,0,0,17,0,0,0,0,0
0,0,0,0,0,0,24,0,31,47
0,22,0,0,0,26,0,0,0,14
31,0,0,0,0,26,0,0,0,0
0,0,0,0,16,0,0,0,37,22
0,0,38,0,0,0,0,0,27,0
0,0,0,0,0,29,0,0,0,27
13,0,0,0,0,0,0,0,0,21
0,0,0,25,11,38,32,0,0,0
