40,1,6,8,37,15,0,6,19,27
74,6,22,19,15,26,5,13,27,40
13,37,14,5,18,34,30,1,39,21
29,13,33,93,1,6,10,11,15,17
28,36,31,3,0,12,6,4,0,17
17,47,3,27,23,4,3,16,0,0
17,31,11,15,14,3,32,12,4,104
11,9,37,27,0,19,98,14,26,0
51,17,63,15,22,1,17,26,2,33
19,7,47,1,0,19,43,0,6,2
17,18,13,12,11,40,5,28,0,3
3,24,16,24,12,4,36,15,20,10
13,10,25,1,24,42,18,7,2,6
19,11,31,24,13,11,17,53,46,4
9,15,11,10,22,2,44,29,5,15
30,21,17,21,9,22,3,35,29,11
26,2,11,4,12,7,19,24,15,2
9,17,0,10,17,20,2,19,0,15
47,8,26,62,13,7,9,27,9,7
26,8,43,40,32,14,10,12,26,20
14,7,4,2,7,45,1,12,5,10
14,16,17,21,13,12,0,4,26,1
68,1,2,43,5,44,9,26,22,45
74,73,12,34,14,2,8,101,14,11
1,59,57,18,31,0,99,20,23,12
4,5,16,3,4,14,49,15,22,48
1,21,19,1,12,14,0,11,1,40
19,27,31,34,33,31,14,4,25,13
8,62,8,7,12,29,13,30,35,52
19,21,8,13,32,58,6,2,29,53
18,7,49,53,81,20,63,23,24,16
5,39,11,0,68,3,6,15,12,10
25,32,30,35,54,30,36,0,33,2
75,43,4,11,14,9,31,36,22,3
16,19,18,2,2,18,25,11,10,7
3,21,24,0,38,15,7,7,12,57
25,49,3,1,20,6,1,6,10,18
3,12,55,4,25,5,15,27,0,22
25,27,14,3,13,10,6,8,19,29
27,3,58,7,2,48,3,12,33,23
3,5,1,0,119,23,5,9,72,24
12,45,2,61,29,6,14,6,22,0
13,23,1,57,27,12,42,1,3,11
18,19,30,29,7,4,5,2,8,23
15,10,22,4,8,143,4,9,0,5
44,16,25,24,4,100,31,41,5,16
6,3,2,70,26,16,0,3,18,45
2,11,16,72,1,7,2,38,0,74
30,3,7,0,30,11,0,22,14,30
34,14,18,8,0,45,12,47,15,37
17,5,5,24,17,2,23,3,53,12
4,2,18,27,35,17,3,70,19,6
36,39,14,24,30,16,10,17,43,28
45,45,0,46,15,1,18,0,10,2
8,18,23,29,29,1,49,0,7,11
63,2,43,8,7,36,17,7,20,0
7,22,27,6,8,37,63,9,54,25
2,67,91,41,28,32,19,44,78,5
0,28,56,4,20,8,0,18,23,39
43,74,32,0,28,7,11,0,13,28
19,35,6,25,1,17,14,50,19,4
27,12,16,39,4,6,3,20,41,43
13,9,13,2,7,85,21,3,12,2
35,21,2,5,18,7,3,19,4,3
11,29,6,10,4,3,8,14,5,8
29,0,2,12,6,31,94,9,100,6
3,1,8,0,54,25,3,8,7,5
1,4,77,0,28,1,3,56,23,16
4,64,1,12,30,44,2,21,7,7
23,16,4,4,4,0,1,4,5,25
3,0,33,34,26,38,41,4,1,1
35,0,25,43,1,45,20,7,9,0
21,21,16,1,7,30,28,0,96,7
35,21,2,8,38,14,1,7,7,16
16,3,8,12,33,4,79,6,26,21
40,8,38,70,10,15,47,23,1,51
50,19,8,30,14,1,19,3,1,20
64,34,12,4,23,30,53,45,2,0
8,47,0,57,2,3,14,6,4,23
20,51,8,41,0,7,13,1,6,52
1,53,10,8,41,21,15,49,15,32
9,24,19,3,20,2,4,29,32,7
0,18,37,1,36,14,19,44,36,21
0,14,18,0,0,3,12,37,19,6
13,3,33,50,45,29,25,38,39,17
0,28,2,5,2,16,1,8,25,21
17,28,15,8,73,15,31,19,17,0
35,4,41,23,7,6,16,0,15,10
36,0,16,23,26,32,10,91,37,12
33,17,11,8,6,1,48,5,1,33
5,24,2,10,6,7,4,4,23,0
12,5,12,2,4,5,1,60,1,21
8,25,11,18,19,12,14,12,2,33
2,19,66,26,4,18,21,6,0,21
0,31,12,23,2,76,60,16,3,1
4,9,14,6,8,4,11,34,11,20
0,15,17,51,26,29,2,44,9,29
20,2,27,0,14,2,67,75,150,148
22,21,0,56,47,6,41,72,0,1
5,26,16,2,3,45,0,5,6,2
